Page URL,ILR,Schema.org (JSON-LD),Schema.org (Microdata),Open Graph,Twitter Cards,Microformats,Article items,Book items,Breadcrumb items,Carousel items,Course items,COVID-19 announcements (BETA) items,Dataset items,Employer Aggregate Rating items,Estimated salary items,Event items,Fact Check items,FAQ items,Guided recipe items,How-to items,Job posting items,Local Business items,Logo items,Merchant listing items,Movie items,Product snippet items,Product group items,Q&A items,Recipe on search items,Review snippet items,Sitelinks search box items,Site names items,Software App items,Vehicle listing items,Video items
https://theprofitplatform.com.au,94,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,1,1,0,0,0
https://theprofitplatform.com.au/,95,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,1,1,0,0,0
https://theprofitplatform.com.au/[SEO](/blog/website-speed-optimization-how-sydney-businesses-can-improve-core-web-vitals/),15,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/about,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://theprofitplatform.com.au/about/,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0
https://theprofitplatform.com.au/blog,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://theprofitplatform.com.au/blog/,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/15-free-digital-marketing-tools-sydney-business,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://theprofitplatform.com.au/blog/15-free-digital-marketing-tools-sydney-business/,77,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/15-free-seo-tools-every-sydney-small-business-should-use-in-2025,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://theprofitplatform.com.au/blog/15-free-seo-tools-every-sydney-small-business-should-use-in-2025/,75,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/2025-10-04-7-google-ads-mistakes-costing-[Sydney](/blog/2025-10-04-7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month-TEST/)-businesses-thousands-every-month-TEST/,10,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/2025-10-04-7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month-TEST/,20,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/2025-10-04-how-to-optimise-your-google-business-profile-for-[Sydney](/blog/2025-10-04-how-to-optimise-your-google-business-profile-for-sydney-local-search-in-2025/)-local-search-in-2025/,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/2025-10-04-how-to-optimise-your-google-business-profile-for-sydney-local-search-in-2025/,22,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/2025-10-05-local-seo-checklist-47-steps-to-dominate-sydney-suburb-search-results/,16,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://theprofitplatform.com.au/blog/7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month/,89,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0
"https://theprofitplatform.com.au/blog/?tag=""Case Study"", ""Local SEO"", ""Google Ads"", ""Parramatta"", ""Results""",48,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=2025,57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Ad Extensions,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Analytics,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Authority,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Automation,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=B2B,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Backlinks,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Bidding Strategies,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=CMS,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=CRO,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=CTR,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Checklist,43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Citations,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Content Strategy,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Conversion,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Conversions,53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Cost Optimization,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Cost Reduction,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Directory Listings,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Engagement,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Free Resources,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Free Tools,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Funnels,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=GA4,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Google Ads,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Google Analytics,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Google Business Profile,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Google Ranking,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Google Search Console,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Growth Strategy,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Lead Generation,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Link Building,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Local SEO,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Local Search,51,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Marketing,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Marketing Budget,47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Marketing Tools,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Mobile Design,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Multi-Location,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=NAP,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Optimization,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=PPC,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=PPC Optimization,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Posts,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Productivity,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Professional Services,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Quality Score,34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=ROI,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Rankings,43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Remarketing,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Resources,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Responsive Design,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Retargeting,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Rich Results,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=SEO,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=SEO Tools,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Schema Markup,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Service Business,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Setup,37,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Small Business,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Structured Data,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Sydney,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Sydney Business,61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=Tracking,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=User Experience,32,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=WordPress,41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/?tag=eCommerce,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/complete-guide-to-multi-location-seo-for-sydney-business-owners,14,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
https://theprofitplatform.com.au/blog/complete-guide-to-multi-location-seo-for-sydney-business-owners/,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0
